Id,Categoría,Pregunta,Opción A,Opción B,Correcta,Dificultad,Explicación
158,Biología,¿Embarazo más largo (22 meses)?,Elefante,Ballena azul,A,Media,El elefante africano tiene la gestación más larga de todos los mamíferos terrestres.
367,Cuerpo Humano,¿Cuánta saliva producimos al año?,30 litros,500 litros,B,Media,Producimos entre 0.5 y 1.5 litros al día; suficiente para llenar dos piscinas en una vida.
1132,Medicina,¿Miedo al número 13?,Triscaidecafobia,Tetrafobia,A,Difícil,Viene del griego 'tris' (tres); 'kai' (y) y 'deka' (diez).
408,Cuerpo Humano,¿Qué parte nunca deja de crecer?,Ojos,Nariz y orejas,B,Fácil,El cartílago sigue creciendo y la gravedad lo estira durante toda la vida.
143,Biología,¿Animal con el corazón más grande?,Elefante,Ballena Azul,B,Fácil,Su corazón es del tamaño de un coche pequeño y pesa unos 600 kg.
387,Cuerpo Humano,¿Latidos del corazón al día?,10.000,100.000,B,Media,El corazón late unas 70-80 veces por minuto; sumando más de 36 millones al año.
1141,Medicina,¿Vitamina del sol?,Vitamina C,Vitamina D,B,Fácil,La piel sintetiza vitamina D cuando se expone directamente a los rayos UVB.
378,Cuerpo Humano,¿Dedo más importante para la fuerza?,Índice,Meñique,B,Difícil,El meñique aporta el 50% de la fuerza de agarre de la mano junto al anular.
148,Biología,¿Animal que no siente el sabor dulce?,Gato,Perro,A,Media,Los felinos carecen de los receptores genéticos necesarios para detectar el azúcar.
364,Cuerpo Humano,¿Ácido que hay en el estómago?,Sulfúrico,Clorhídrico,B,Media,Es tan potente que puede disolver metales como el zinc o el acero.
1139,Medicina,¿Quién descubrió la penicilina?,Alexander Fleming,Louis Pasteur,A,Fácil,La descubrió por accidente al ver que un hongo mataba a sus bacterias en 1928.
389,Cuerpo Humano,¿Músculos para sonreír?,17,43,A,Media,Sonreír requiere menos esfuerzo muscular que fruncir el ceño (que usa unos 43).
145,Biología,¿Animal con presión arterial más alta?,Jirafa,Elefante,A,Difícil,Necesita una presión enorme para bombear sangre 2 metros hacia arriba hasta su cerebro.
386,Cuerpo Humano,¿Hueso que no se une a otro?,Hioides (cuello),Coxis,A,Difícil,El hioides se mantiene en su lugar solo por músculos y ligamentos en la garganta.
1140,Medicina,¿Temperatura corporal normal?,36.6,37.5,A,Fácil,Aunque varía por persona; 36.6°C es el estándar histórico de salud.
410,Cuerpo Humano,¿Qué produce más energía?,Cerebro (encendido),Bombilla de 10W,A,Media,El cerebro consume unos 20 vatios; suficiente para iluminar una bombilla LED pequeña.
163,Biología,¿Ojos más grandes del mundo?,Calamar gigante,Ballena azul,A,Media,Sus ojos pueden medir 27 cm de diámetro; como un balón de fútbol; para ver en la oscuridad.
383,Cuerpo Humano,¿En qué mano crecen uñas más rápido?,Dominante,No dominante,A,Media,Reciben más flujo sanguíneo y uso; lo que estimula ligeramente su crecimiento.
1133,Medicina,¿Nombre de la curva de columna?,Escoliosis,Fibrosis,A,Fácil,Es una desviación lateral de la columna vertebral que suele diagnosticarse en adolescentes.
375,Cuerpo Humano,¿Cuántos sabores básicos hay?,4,5 (con Umami),B,Media,El 'Umami' se añadió a los clásicos dulce; salado; amargo y ácido en 1908.
147,Biología,¿Animal que duerme 5 min al día?,Hormiga,Jirafa,A,Difícil,Las hormigas obreras toman cientos de siestas de segundos; sumando muy poco sueño total.
391,Cuerpo Humano,¿Órgano que más oxígeno consume?,Corazón,Cerebro,B,Media,El cerebro usa el 20% del oxígeno total a pesar de ser solo el 2% del peso corporal.
1135,Medicina,¿Qué inventó René Laennec?,Estetoscopio,Termómetro,A,Difícil,Lo inventó en 1816 porque le daba vergüenza pegar su oreja al pecho de las pacientes.
381,Cuerpo Humano,¿Dónde se produce la insulina?,Hígado,Páncreas,B,Fácil,Se fabrica en las células beta de los islotes de Langerhans dentro del páncreas.
142,Biología,¿Animal con 4 estómagos?,Vaca,Camello,A,Media,Tienen 4 cavidades gástricas para fermentar y digerir la hierba dura.
384,Cuerpo Humano,¿Función glóbulos blancos?,Oxígeno,Defender el cuerpo,B,Fácil,Son las células del sistema inmunitario que combaten infecciones y patógenos.
1134,Medicina,¿Qué estudia la nefrología?,Pulmones,Riñones,B,Media,Del griego 'nephros' (riñón); se encarga de su funcionamiento y enfermedades.
369,Cuerpo Humano,¿Cuántas costillas tiene el humano?,24,26,A,Media,"Son 12 pares de costillas; aunque algunas personas nacen con una ""costilla cervical"" extra."
162,Biología,¿Macho que puede dar a luz?,Caballito de mar,Ornitorrinco,A,Fácil,La hembra deposita los huevos en la bolsa del macho y él los gesta.
377,Cuerpo Humano,¿De qué están hechas las uñas?,Calcio,Queratina,B,Fácil,Es la misma proteína endurecida que forma el cabello y la capa externa de la piel.
1131,Medicina,¿Hueso más largo del cuerpo?,Fémur,Húmero,A,Fácil,Se extiende desde la pelvis hasta la rodilla y es extremadamente resistente.
871,Geografía,¿Qué país tiene más islas?,Canadá,Suecia,B,Difícil,Suecia tiene más de 267.570 islas; superando a cualquier otro país del mundo.
851,Geografía,¿País con más husos horarios?,Francia,Rusia,A,Media,Debido a sus territorios de ultramar repartidos por el mundo; Francia tiene 12 zonas horarias.
833,Geografía,¿En qué país no hay mosquitos?,Islandia,Groenlandia,A,Media,El clima variable y la falta de estanques de agua estancada adecuados impiden su ciclo de vida.
843,Geografía,¿Mayor productor de aceite de oliva?,Grecia,España,B,Fácil,España produce casi la mitad del aceite de oliva de todo el mundo.
852,Geografía,¿País con más lagos del mundo?,Finlandia,Canadá,B,Media,Canadá contiene más del 60% de los lagos de todo el planeta.
827,Geografía,"¿Dónde está la ciudad de ""Batman""?",Turquía,Australia,A,Media,Batman es una ciudad y provincia en la región del Sudeste de Anatolia; Turquía.
855,Geografía,¿País con más pirámides?,Egipto,Sudán,B,Media,Sudán tiene unas 255 pirámides; mientras que Egipto tiene aproximadamente 138.
864,Geografía,¿País más visitado del mundo?,EE. UU.,Francia,B,Fácil,Francia recibe más de 89 millones de turistas internacionales cada año.
838,Geografía,¿Legal casarse con un muerto?,Francia,Tailandia,A,Difícil,Se llama matrimonio póstumo y requiere permiso del Presidente por razones graves.
865,Geografía,¿País sin ríos permanentes?,Arabia Saudí,Egipto,A,Media,Es el país más grande del mundo sin un solo río que fluya todo el año.
861,Geografía,¿País más joven del mundo?,Sudán del Sur,Kosovo,A,Media,Sudán del Sur obtuvo su independencia y reconocimiento oficial en julio de 2011.
858,Geografía,¿País con tres capitales?,Sudáfrica,Bolivia,A,Fácil,Tiene Pretoria (ejecutiva); Ciudad del Cabo (legislativa) y Bloemfontein (judicial).
832,Geografía,¿Dónde se inventó el papel?,China,Egipto,A,Fácil,Atribuido a Cai Lun en el año 105 d.C. usando fibras de morera y trapos.
856,Geografía,¿País con más volcanes activos?,Japón,Indonesia,B,Media,Indonesia tiene más de 130 volcanes activos debido a su ubicación en el Cinturón de Fuego.
836,Geografía,¿Isla y continente a la vez?,Australia,Groenlandia,A,Fácil,Australia es la isla más grande que es considerada un continente por sí misma.
850,Geografía,¿País con más costa del mundo?,Canadá,Australia,A,Media,Su línea costera mide más de 202.000 kilómetros incluyendo sus numerosas islas.
824,Geografía,¿Dónde está el desierto de Atacama?,Chile,Perú,A,Fácil,Es el lugar no polar más seco de la Tierra; ubicado en el norte de Chile.
811,Geografía,¿Bandera con más colores?,Sudáfrica,Belice,B,Difícil,La bandera de Belice tiene 12 colores diferentes; incluyendo el escudo central.
859,Geografía,¿País más densamente poblado?,Mónaco,Singapur,A,Media,Con más de 18.000 personas por km2; es el estado más apretado del mundo.
842,Geografía,¿Mayor número de idiomas?,India,Papúa Nueva Guinea,B,Difícil,Se hablan más de 840 idiomas vivos en este país de Oceanía.
829,Geografía,¿Dónde está la Selva Negra?,Alemania,Austria,A,Fácil,Es un macizo montañoso con gran densidad forestal en el suroeste de Alemania.
849,Geografía,¿País con forma de bota?,Italia,Grecia,A,Fácil,Su península es reconocible en cualquier mapa por parecer una bota de tacón.
860,Geografía,¿País más grande de África?,Egipto,Argelia,B,Media,Argelia es el país más extenso del continente tras la división de Sudán.
831,Geografía,¿Dónde nació el café?,Etiopía,Colombia,A,Media,La planta Coffea arabica es originaria de las tierras altas de Etiopía.
834,Geografía,¿Himno más corto del mundo?,Japón,Mónaco,A,Difícil,"El ""Kimigayo"" de Japón tiene solo 4 líneas y unos 30 segundos de duración."
835,Geografía,¿Idioma oficial de Irán?,Irak,Irán,B,Media,En Irán se habla el farsi (persa); mientras que en Irak el árabe es el principal.
857,Geografía,¿País con menos gente por km2?,Mongolia,Namibia,A,Media,Mongolia tiene solo 2 personas por kilómetro cuadrado debido a su vasto territorio.
812,Geografía,¿Bandera con un cedro (árbol)?,Líbano,Canadá,A,Fácil,El cedro del Líbano es el símbolo nacional de fuerza y eternidad.
830,Geografía,¿Dónde está Tombuctú?,Mali,Marruecos,A,Media,Fue un centro histórico de comercio y saber islámico en el actual Mali.
844,Geografía,¿Mayor reserva de petróleo?,Arabia Saudí,Venezuela,B,Media,Venezuela posee las mayores reservas probadas; superando los 300 mil millones de barriles.
846,Geografía,¿Obligatorio votar?,Bélgica,Reino Unido,A,Media,Bélgica fue uno de los primeros en imponer el voto obligatorio bajo multa.
840,Geografía,¿Más ovejas que personas?,Nueva Zelanda,Australia,A,Fácil,Hay aproximadamente 5 ovejas por cada habitante en Nueva Zelanda.
825,Geografía,¿Dónde está el Monte Fuji?,China,Japón,B,Fácil,Es el pico más alto de Japón y un símbolo sagrado de su cultura.
866,Geografía,¿País sin salida al mar?,Suiza,Portugal,A,Fácil,Suiza es un país alpino rodeado totalmente por tierra europea.
847,Geografía,¿Origen del Karate?,China,Japón,B,Media,Se desarrolló en las islas Ryukyu (Okinawa) antes de extenderse al resto de Japón.
841,Geografía,¿Mayor exportador de plátanos?,Ecuador,Brasil,A,Media,Ecuador lidera el mercado mundial gracias a su clima y ubicación.
826,Geografía,¿Dónde está el Salar de Uyuni?,Chile,Bolivia,B,Fácil,Es el mayor desierto de sal continuo y alto del mundo; en Bolivia.
877,Geografía,¿Sol en su bandera?,Argentina,Uruguay,A,Fácil,"El ""Sol de Mayo"" aparece tanto en la bandera de Argentina como en la de Uruguay."
822,Geografía,¿Dónde está el canal de Suez?,Egipto,Panamá,A,Fácil,Conecta el mar Mediterráneo con el mar Rojo a través de Egipto.
862,Geografía,¿País más plano del mundo?,Maldivas,Países Bajos,A,Media,Su punto más alto natural está a solo 2.4 metros sobre el nivel del mar.
1066,Inventos,¿Qué se inventó primero?,El abrelatas,Comida en conserva,B,Difícil,La conserva surgió en 1810; el abrelatas 48 años después porque usaban martillo.
182,Ciencia,¿Color del oxígeno líquido?,Azul pálido,Incoloro,A,Difícil,En estado gaseoso es incoloro; pero al licuarse se vuelve azul por la estructura molecular.
955,Historia,¿Qué duró más?,Imperio Romano,Estegosaurios,B,Difícil,El Imperio duró unos 1500 años; los estegosaurios vivieron durante 10 millones de años.
1061,Inventos,¿País donde se inventó la dinamita?,Suecia,Alemania,A,Media,Alfred Nobel la patentó en 1867 en Suecia para uso en minería y construcción.
260,Ciencia,¿Único animal que no puede saltar?,Elefante,Perezoso,A,Fácil,"Su peso y falta de ""muelle"" en los tendones de las patas se lo impide."
895,Historia,¿Animal juzgado en la Edad Media?,Un cerdo,Un gato,A,Difícil,"Era común realizar juicios formales a animales por crímenes como ""asesinato""."
1035,Inventos,¿Color del primer coche Ford T?,Cualquiera,Solo Negro,B,Media,"Henry Ford decía: ""Pueden elegir el color que quieran; siempre que sea negro""."
216,Ciencia,¿Metal que arde con el agua?,Sodio,Plata,A,Media,El sodio reacciona violentamente liberando hidrógeno y calor; llegando a explotar.
950,Historia,¿Primer presidente de EE. UU.?,Washington,Lincoln,A,Fácil,George Washington gobernó de 1789 a 1797 como el primer mandatario.
1068,Inventos,¿Sismógrafo antiguo chino?,De ranas,De dragones,B,Difícil,El de Zhang Heng usaba bolas que caían de bocas de dragón a bocas de sapos.
211,Ciencia,¿Mamífero que pone huevos?,Ornitorrinco,Equidna (ambos),A,Media,Ambos son monotremas; los únicos mamíferos que no son vivíparos.
943,Historia,¿País que regaló la Libertad?,Reino Unido,Francia,B,Fácil,Francia la regaló en 1886 para conmemorar el centenario de la independencia.
1067,Inventos,¿Qué vendía Nintendo al nacer?,Videojuegos,Naipes (cartas),B,Media,Empezó en 1889 fabricando barajas de cartas Hanafuda pintadas a mano.
229,Ciencia,¿Planeta que rota de lado?,Neptuno,Urano,B,Difícil,Su eje de rotación está inclinado 98 grados; casi paralelo a su órbita.
898,Historia,¿Años de la Guerra de los 30?,30 años,33 años,A,Fácil,Fue un conflicto religioso y político en Europa Central entre 1618 y 1648.
1047,Inventos,¿Inventor real del teléfono?,Bell,Meucci,B,Media,Antonio Meucci lo inventó; pero el Congreso de EE.UU. no lo reconoció hasta 2002.
203,Ciencia,¿Gas para que globos floten?,Helio,Hidrógeno,A,Fácil,El helio es más ligero que el aire y mucho más seguro que el hidrógeno inflamable.
933,Historia,¿Isla donde murió Napoleón?,Santa Elena,Elba,A,Media,Tras su derrota en Waterloo; fue desterrado a esta remota isla del Atlántico.
1048,Inventos,¿Material primer cepillo dientes?,Pelo de jabalí,Nailon,A,Difícil,Se usaban cerdas de cuello de jabalí pegadas a mangos de hueso o madera.
176,Ciencia,¿Animal más ruidoso del mar?,Ballena Azul,Cachalote,B,Media,Los clics del cachalote alcanzan 230 dB; más que un motor de avión.
930,Historia,¿Inventó el sistema decimal?,Indios,Griegos,A,Media,Los matemáticos de la India desarrollaron el concepto del 0 y la base 10.
1064,Inventos,¿Primer semáforo eléctrico?,Londres,Cleveland,B,Difícil,Se instaló en 1914 en Cleveland (Ohio) con solo luces roja y verde.
259,Ciencia,¿Sonido viaja más rápido en?,Agua,Aire,A,Media,En el agua viaja a 1500 m/s; 4 veces más rápido que en el aire (340 m/s).
1014,Historia,¿Reina egipcia que era griega?,Cleopatra,Nefertiti,A,Media,Cleopatra VII pertenecía a la dinastía ptolemaica; de origen macedonio.
1044,Inventos,¿Inventor de la bombilla?,Edison,Tesla,A,Fácil,Edison creó el filamento de carbono que la hizo duradera y comercial.
230,Ciencia,¿Planetas con anillos?,2,4,B,Difícil,Saturno; Júpiter; Urano y Neptuno tienen anillos; aunque los de Saturno son los únicos brillantes.
951,Historia,¿Primera ciudad con 1 millón?,Roma,Londres,A,Media,Roma alcanzó esa cifra en el siglo I d.C.; Londres no lo hizo hasta 1810.
1043,Inventos,¿Inventó el microondas?,Percy Spencer,Nikola Tesla,A,Media,Lo descubrió al ver que una chocolatina se derretía cerca de un radar activo.
199,Ciencia,¿Elemento más abundante?,Oxígeno,Hidrógeno,B,Fácil,El hidrógeno constituye el 75% de la materia visible del universo.
949,Historia,¿Primer hombre en la Luna?,Armstrong,Aldrin,A,Fácil,Neil Armstrong pisó la superficie el 20 de julio de 1969.
1062,Inventos,¿País que inventó la pólvora?,Japón,China,B,Fácil,Los alquimistas chinos la descubrieron en el siglo IX buscando el elixir de la vida.
238,Ciencia,¿Qué estrella es el Sol?,Enana Amarilla,Gigante Roja,A,Media,Está en su fase principal; se convertirá en gigante roja en 5000 millones de años.
897,Historia,¿Año caída Muro de Berlín?,1989,1991,A,Fácil,Su caída el 9 de noviembre simbolizó el fin de la Cortina de Hierro.
1069,Inventos,¿Uso original papel burbuja?,Embalaje,Papel tapiz,B,Difícil,Se creó en 1957 para ser un papel de pared moderno; pero fue un fracaso de diseño.
218,Ciencia,¿Mordida más fuerte?,Cocodrilo Nilo,Tiburón Blanco,A,Media,El cocodrilo ejerce 5000 psi; el tiburón solo unos 4000 psi.
928,Historia,¿Imperio de Machu Picchu?,Inca,Maya,A,Fácil,Fue construido a mediados del siglo XV como residencia real y santuario religioso.
1037,Inventos,¿Creó primer microprocesador?,Intel,IBM,A,Media,El Intel 4004 (1971) fue el primer CPU en un solo chip del mundo.
228,Ciencia,¿Planeta que gira horario?,Marte,Venus,B,Media,Venus y Urano son los únicos que giran en sentido contrario a las manecillas.
988,Historia,"¿Quién fue el ""Rey Sol""?",Luis XIV,Felipe II,A,Fácil,Su reinado en Francia duró 72 años; marcando el apogeo del absolutismo.
1039,Inventos,¿Invento de Laszlo Biro?,Bolígrafo,Cremallera,A,Media,Biro era un periodista harto de que su pluma manchara el papel.
940,Historia,¿País con más pirámides?,Sudán,Egipto,A,Media,Sudán tiene unas 250; casi el doble de las que hay en Egipto.
197,Ciencia,¿Delfines duermen con?,Ojo abierto,Boca abierta,A,Media,Descansan un hemisferio del cerebro cada vez para no dejar de respirar.
1060,Inventos,¿País del termómetro?,Italia,Alemania,A,Media,Galileo Galilei inventó el termoscopio (ancestro del termómetro) en 1593.
937,Historia,¿Murió Napoleón en batalla?,No,Sí,A,Fácil,Murió en el exilio en la isla de Santa Elena; probablemente de cáncer de estómago.
263,Ciencia,¿Vitamina del sol?,Vitamina D,Vitamina C,A,Fácil,La piel la produce al recibir rayos ultravioleta B directamente.
1050,Inventos,¿Material primer ratón PC?,Madera,Plástico,A,Media,Douglas Engelbart lo presentó en 1968; era una caja de madera con dos ruedas.
899,Historia,¿Años guerra de los 100?,100 años,116 años,B,Media,Duró de 1337 a 1453 entre las casas reales de Francia e Inglaterra.
209,Ciencia,¿Hueso más pequeño?,Estribo,Yunque,A,Media,Está en el oído medio y mide entre 2.5 y 3 milímetros.
1056,Inventos,¿País del estetoscopio?,Francia,Inglaterra,A,Difícil,René Laennec lo inventó en 1816 para no pegar la oreja al pecho de las mujeres.
901,Historia,¿Capital del imperio Azteca?,Tenochtitlan,Cusco,A,Fácil,Fue fundada en una isla en el lago de Texcoco en 1325.
226,Ciencia,¿Planeta más caliente?,Venus,Mercurio,A,Media,Venus tiene una atmósfera densa que atrapa el calor; llegando a 470°C.
1046,Inventos,¿Inventor del pararrayos?,Franklin,Edison,A,Fácil,Benjamin Franklin lo probó volando una cometa durante una tormenta en 1752.
996,Historia,¿Quién fue Juana de Arco?,Guerrera,Reina,A,Fácil,Lideró al ejército francés contra los ingleses antes de morir quemada.
174,Ciencia,¿Animal con 3 corazones?,Pulpo,Ballena,A,Media,Dos corazones llevan sangre a las branquias y uno al resto del cuerpo.
1042,Inventos,¿Invento de los sumerios?,La rueda,El papel,A,Fácil,Apareció en Mesopotamia alrededor del 3500 a.C. para la alfarería.
941,Historia,¿País del Titanic?,Reino Unido,EE. UU.,A,Fácil,Fue construido en los astilleros de Belfast; Irlanda del Norte.
215,Ciencia,¿Metal líquido?,Mercurio,Plomo,A,Fácil,Es el único metal que es líquido a temperatura y presión estándar.
1052,Inventos,¿Origen de los fuegos art.?,China,Grecia,A,Fácil,Se crearon tras rellenar cañas de bambú con pólvora y lanzarlas al fuego.
980,Historia,¿Quién era el Rey Sol?,Luis XIV,Felipe II,A,Fácil,Gobernó Francia 72 años; el reinado más largo de la historia europea.
207,Ciencia,¿Hueso más largo?,Fémur,Húmero,A,Fácil,Se encuentra en el muslo y es el más resistente del cuerpo humano.
1036,Inventos,¿Creador de la WWW?,Berners-Lee,Steve Jobs,A,Media,Tim Berners-Lee la inventó en el CERN y decidió no patentarla para que fuera libre.
917,Historia,¿En qué año llegó Colón?,1492,1502,A,Fácil,Llegó a la isla de San Salvador el 12 de octubre de 1492.
224,Ciencia,¿Planeta con más lunas?,Saturno,Júpiter,A,Media,Saturno tiene 146 lunas confirmadas frente a las 95 de Júpiter.
1054,Inventos,¿País de la imprenta?,Alemania,Italia,A,Fácil,Johannes Gutenberg la inventó en Maguncia alrededor de 1440.
935,Historia,¿Murió Hitler en?,Berlín,Argentina,A,Media,Se suicidó en su búnker el 30 de abril de 1945 durante la batalla de Berlín.
202,Ciencia,¿Gas más abundante?,Nitrógeno,Oxígeno,A,Media,El aire que respiramos es un 78% nitrógeno y solo un 21% oxígeno.
1038,Inventos,¿Invento de Alfred Nobel?,Dinamita,Bombilla,A,Fácil,La creó para que la nitroglicerina fuera segura de manejar en la minería.
910,Historia,¿Edad pirámide Keops?,4500 años,2000 años,A,Media,Fue construida alrededor del 2560 a.C. durante la cuarta dinastía.
178,Ciencia,¿Animal que no salta?,Elefante,Hipopótamo,A,Fácil,No pueden despegar las cuatro patas del suelo debido a su anatomía y peso.
1063,Inventos,¿Primer color Ford T?,Negro,Rojo,A,Media,Ford lo eligió porque la pintura negra era la que más rápido se secaba.
1013,Historia,¿Quién pintó Mona Lisa?,Da Vinci,Picasso,A,Fácil,La pintó entre 1503 y 1519 y nunca se separó de ella hasta morir.
227,Ciencia,¿Planeta más grande?,Júpiter,Saturno,A,Fácil,Es una gigante gaseosa con una masa 318 veces mayor que la de la Tierra.
1058,Inventos,¿País del sándwich?,Inglaterra,Francia,A,Media,El Conde de Sandwich lo popularizó para poder comer mientras jugaba a las cartas.
916,Historia,¿En qué año cayó el Muro?,1989,1991,A,Fácil,El 9 de noviembre de 1989 se abrió el paso entre Berlín Este y Oeste.
210,Ciencia,¿Huesos de un adulto?,206,300,A,Media,Nacemos con 300; pero muchos se fusionan al crecer para formar 206.
1051,Inventos,¿Origen de la brújula?,China,Portugal,A,Media,Se usó primero para la adivinación y luego para la navegación en el siglo XI.
979,Historia,¿Quién era Atila?,Rey de los hunos,Emperador romano,A,Fácil,"Conocido como ""El azote de Dios""; fue el líder más poderoso de los hunos."
175,Ciencia,¿Animal con 4 estómagos?,Vaca,Caballo,A,Media,Es un solo estómago dividido en 4 cavidades para digerir la fibra vegetal.
1049,Inventos,¿Material primer papel?,Fibras vegetales,Piel de animal,A,Media,Cai Lun usó corteza de morera; restos de cáñamo y trapos viejos en China.
993,Historia,¿Quién fue Gandhi?,Líder indio,Rey de Nepal,A,Fácil,Lideró la independencia de la India mediante la resistencia no violenta.
262,Ciencia,¿Velocidad de la luz?,300.000 km/s,150.000 km/s,A,Fácil,Es la velocidad máxima permitida por las leyes de la física en el vacío.
1059,Inventos,¿País del telescopio?,Países Bajos,Italia,A,Difícil,Aunque Galileo lo mejoró; Hans Lippershey fue el primero en patentarlo.
925,Historia,¿Guerra de secesión en?,EE. UU.,España,A,Fácil,Enfrentó al Norte (Unión) y al Sur (Confederación) entre 1861 y 1865.
219,Ciencia,¿Órgano más grande?,Piel,Hígado,A,Fácil,En un adulto medio; la piel ocupa unos 2 metros cuadrados y pesa 5 kg.
1045,Inventos,¿Inventor del motor vapor?,James Watt,George Stephenson,A,Media,Watt perfeccionó la máquina de Newcomen; permitiendo la Rev. Industrial.
985,Historia,¿Quién fue Alejandro Magno?,Rey de Macedonia,César de Roma,A,Fácil,Conquistó el imperio persa y llegó hasta la India antes de los 33 años.
181,Ciencia,¿Cerebro gasta energía?,20%,5%,A,Media,Consume una quinta parte de las calorías diarias solo para funcionar.
1053,Inventos,¿Origen del cero?,India,Egipto,A,Media,El concepto matemático del vacío como número nació en la India antigua.
1000,Historia,¿Quién fue Nelson Mandela?,Pres. Sudáfrica,Rey de Ghana,A,Fácil,Pasó 27 años en prisión antes de acabar con el apartheid en su país.
205,Ciencia,¿Hielo flota porque es?,Menos denso,Más denso,A,Fácil,El agua es de los pocos líquidos que se expande y pierde densidad al congelarse.
1040,Inventos,¿Invento de los fenicios?,El alfabeto,La moneda,A,Media,Crearon un sistema fonético de 22 letras que es la base de los alfabetos actuales.
998,Historia,¿Quién fue Leonardo?,Polímata,Solo pintor,A,Fácil,Fue pintor; anatomista; arquitecto; paleontólogo; botánico; científico y músico.
194,Ciencia,¿Cuántos sentidos hay?,Más de 5,Exactamente 5,A,Media,Además de los 5 clásicos; tenemos equilibrio; propiocepción y termocepción.
1055,Inventos,¿País de la radio?,Italia,EE. UU.,A,Media,Guglielmo Marconi realizó las primeras transmisiones transatlánticas exitosas.
986,Historia,¿Quién fue Churchill?,Primer Min. Brit.,Presidente EE.UU.,A,Fácil,Lideró al Reino Unido durante la Segunda Guerra Mundial.
185,Ciencia,¿Corazón de una ballena?,Tamaño coche,Tamaño balón,A,Media,El corazón de la ballena azul es tan grande que un humano podría nadar por sus arterias.
1041,Inventos,¿Invento de los romanos?,El hormigón,La pólvora,A,Media,Su receta era tan buena que sus construcciones siguen en pie 2000 años después.
999,Historia,¿Quién fue Nefertiti?,Reina egipcia,Diosa sumeria,A,Fácil,Fue la gran esposa real de Akenatón; famosa por su belleza y poder.
198,Ciencia,¿El sol es una?,Estrella,Nebulosa,A,Fácil,Es una esfera casi perfecta de plasma caliente en el centro del sistema solar.
1057,Inventos,¿País del primer reloj?,Egipto,China,A,Media,Los egipcios usaron los primeros relojes de sol (obeliscos) hacia el 3500 a.C.
779,Gastronomía,¿Origen de las galletas de la fortuna?,China,Japón,B,Difícil,Se basan en los 'Tsujiura Senbei' japoneses; pero se popularizaron en EE.UU. por inmigrantes chinos.
60,Arte,¿Cuántos cuadros vendió Van Gogh en vida?,Uno solo,Más de cien,A,Fácil,Solo vendió 'El viñedo rojo' en 1890; meses antes de morir; el resto de su fama fue póstuma.
1109,Literatura,¿Quién escribió Cien años de soledad?,García Márquez,Vargas Llosa,A,Fácil,Es la obra cumbre del realismo mágico y le valió el Nobel de Literatura en 1982.
763,Gastronomía,¿Especia más cara por peso?,Azafrán,Vainilla,A,Media,Se necesitan unas 150.000 flores de crocus para obtener un solo kilo de hebras de azafrán.
76,Arte,¿Quién pintó El Guernica?,Dalí,Picasso,B,Fácil,Pablo Picasso lo pintó en 1937 para denunciar el bombardeo de la ciudad durante la Guerra Civil Española.
1098,Literatura,¿Idioma original de El Principito?,Francés,Alemán,A,Fácil,Antoine de Saint-Exupéry lo publicó originalmente en francés (Le Petit Prince) en 1943.
765,Gastronomía,¿Fruta con más potasio?,Plátano,Pistacho,B,Difícil,Aunque el plátano es famoso; 100g de pistachos tienen casi el doble de potasio (1025mg vs 358mg).
63,Arte,¿Material del David de Miguel Ángel?,Mármol,Granito,A,Fácil,Fue esculpido en un bloque de mármol de Carrara que otros artistas habían rechazado por tener grietas.
1100,Literatura,¿Mejor amigo de Sherlock Holmes?,Watson,Lestrade,A,Fácil,El Dr. John Watson es el narrador de las historias y fiel compañero del detective.
773,Gastronomía,¿Ingrediente base del hummus?,Lentejas,Garbanzos,B,Fácil,Es una crema de garbanzos cocidos con zumo de limón; tahini y aceite de oliva.
61,Arte,¿En qué museo está la Mona Lisa?,El Prado,El Louvre,B,Fácil,Se encuentra en París; protegida por un cristal antibalas y con su propia sala climatizada.
1090,Literatura,¿Autor de El Señor de los Anillos?,Tolkien,C.S. Lewis,A,Fácil,J.R.R. Tolkien era filólogo y creó idiomas enteros para su mundo de la Tierra Media.
804,Gastronomía,¿Qué hortaliza es un tallo?,Espárrago,Zanahoria,A,Media,El espárrago es el tallo joven de la planta; la zanahoria es técnicamente una raíz.
62,Arte,¿Estilo de la Sagrada Familia?,Barroco,Modernismo,B,Media,Antoni Gaudí llevó el modernismo catalán a su máxima expresión con esta basílica orgánica.
1091,Literatura,¿Autor de Frankenstein?,Mary Shelley,Edgar Allan Poe,A,Media,Shelley escribió la novela con solo 18 años durante un verano lluvioso en Suiza.
784,Gastronomía,¿País que inventó el helado?,China,Italia,A,Difícil,Los chinos mezclaban nieve con leche y arroz hace 2000 años; Marco Polo llevó la idea a Italia.
66,Arte,¿Pintó la Capilla Sixtina?,Miguel Ángel,Rafael,A,Fácil,Miguel Ángel pintó el techo y el Juicio Final; a pesar de que él se consideraba escultor; no pintor.
1099,Literatura,¿Libro más vendido de la historia?,La Biblia,Don Quijote,A,Fácil,Con más de 5.000 millones de copias; supera por mucho a cualquier obra de ficción.
790,Gastronomía,¿Parte de la planta es la canela?,Raíz,Corteza,B,Media,Se obtiene pelando y secando la corteza interna de los árboles del género Cinnamomum.
65,Arte,¿País del pintor Edvard Munch?,Noruega,Suecia,A,Media,Munch es el artista más famoso de Noruega y autor del icónico cuadro 'El Grito'.
